protein,train_miss
ATG34,0.37212837837837837
ATG36,0.6912162162162162
ATG4,0.07162162162162163
ATG40,0.49138513513513515
ATG42,0.02043918918918919
ATG44,0.005574324324324325
ATG45,0.6793918918918919
ATG5,0.7697635135135135
ATG7,0.0375
ATG8,0.16469594594594594
ATG9,0.4285472972972973
ATH1,0.4099662162162162
ATM1,0.012162162162162163
ATO3,0.2268581081081081
ATP1,0.0
ATP10,0.020777027027027026
ATP11,0.006587837837837838
ATP12,0.017905405405405406
ATP14,0.0125
ATP15,0.0
ATP16,0.011824324324324325
ATP17,0.0006756756756756757
ATP18,0.00016891891891891893
ATP19,0.010641891891891892
ATP2,0.0
ATP20,0.00016891891891891893
ATP22,0.28074324324324323
ATP23,0.20118243243243245
ATP25,0.25219594594594597
ATP3,0.00016891891891891893
ATP4,0.00016891891891891893
ATP5,0.0
ATP6,0.5106418918918919
ATP7,0.00016891891891891893
ATS1,0.36317567567567566
ATX1,0.4648648648648649
AUR1,0.252027027027027
AVL9,0.025844594594594594
AVO1,0.3140202702702703
AVT1,0.11554054054054054
AVT3,0.04594594594594595
AVT4,0.4097972972972973
AVT7,0.6150337837837838
AYR1,0.0006756756756756757
AZF1,0.2964527027027027
BAP2,0.1472972972972973
BAP3,0.13733108108108108
BAS1,0.42027027027027025
BAT1,0.00033783783783783786
BAT2,0.07483108108108108
BBC1,0.0010135135135135136
BCD1,0.2125
BCH1,0.0028716216216216218
BCH2,0.03800675675675676
BCK1,0.7793918918918918
BCK2,0.5282094594594594
BCP1,0.029222972972972973
BCS1,0.030912162162162162
BCY1,0.0
BDF1,0.013344594594594595
BDF2,0.5826013513513514
BDH1,0.009290540540540541
BDH2,0.25067567567567567
BDP1,0.08716216216216216
BEM1,0.04408783783783784
BEM2,0.02347972972972973
BEM3,0.10219594594594594
BEM4,0.034797297297297296
BER1,0.30202702702702705
BET1,0.3376689189189189
BET2,0.01722972972972973
BET3,0.01891891891891892
BET4,0.022466216216216216
BFR1,0.0
BFR2,0.006418918918918919
BGL2,0.0
BI2,0.6070945945945946
BI4,0.3160472972972973
BIG1,0.5927364864864865
BIK1,0.08699324324324324
BIM1,0.05152027027027027
BIO2,0.007601351351351352
BIO3,0.013513513513513514
BIO4,0.008614864864864865
BIT2,0.6810810810810811
BIT61,0.47736486486486485
BLI1,0.7028716216216216
BLM10,0.03277027027027027
BMH1,0.0
BMH2,0.00016891891891891893
BMS1,0.007770270270270271
BMT2,0.6013513513513513
BMT5,0.2684121621621622
BMT6,0.23361486486486485
BNA1,0.0038851351351351354
BNA2,0.1883445945945946
BNA3,0.00016891891891891893
BNA4,0.010135135135135136
BNA5,0.01570945945945946
BNA6,0.0038851351351351354
BNA7,0.02314189189189189
BNI1,0.024662162162162164
BNI4,0.1070945945945946
BNI5,0.03834459459459459
BOI1,0.04222972972972973
BOI2,0.019087837837837837
BOL1,0.40050675675675673
BOL2,0.6594594594594595
BOL3,0.2994932432432432
BOP2,0.6027027027027027
BOS1,0.016385135135135134
BPH1,0.37820945945945944
BPL1,0.013513513513513514
BPT1,0.025844594594594594
BRE1,0.018581081081081082
BRE2,0.04780405405405405
BRE4,0.41993243243243245
BRE5,0.017398648648648648
BRF1,0.13091216216216217
BRL1,0.7527027027027027
BRN1,0.15219594594594596
BRO1,0.008952702702702703
BRR2,0.01841216216216216
BRR6,0.6096283783783784
BRX1,0.004391891891891892
BSC1,0.7971283783783784
BSC6,0.5069256756756757
BSP1,0.25574324324324327
BST1,0.7513513513513513
BTS1,0.060810810810810814
BUB2,0.6633445945945946
BUB3,0.12077702702702703
BUD13,0.37364864864864866
BUD14,0.21807432432432433
BUD16,0.49898648648648647
BUD17,0.06655405405405405
BUD2,0.046114864864864866
BUD20,0.02483108108108108
BUD21,0.02364864864864865
BUD22,0.11081081081081082
BUD23,0.16689189189189188
BUD27,0.05405405405405406
BUD3,0.10827702702702703
BUD31,0.47702702702702704
BUD32,0.005574324324324325
BUD4,0.2925675675675676
BUD5,0.7758445945945946
BUD6,0.02837837837837838
BUD7,0.03783783783783784
BUG1,0.04679054054054054
BUL1,0.03141891891891892
BUL2,0.03581081081081081
BUR2,0.06503378378378379
BUR6,0.06486486486486487
BXI1,0.5197635135135135
BYE1,0.13902027027027028
BZZ1,0.028547297297297297
CAB1,0.019087837837837837
CAB2,0.008783783783783784
CAB3,0.02702702702702703
CAB4,0.02314189189189189
CAB5,0.07533783783783783
CAC2,0.06672297297297297
CAF120,0.06469594594594595
CAF130,0.3238175675675676
CAF16,0.0028716216216216218
CAF20,0.02314189189189189
CAF4,0.1758445945945946
CAF40,0.022972972972972974
CAJ1,0.008783783783783784
CAK1,0.1285472972972973
CAM1,0.00033783783783783786
CAN1,0.2893581081081081
CAP1,0.00016891891891891893
CAP2,0.002364864864864865
CAR1,0.0010135135135135136
CAR2,0.0
CAT2,0.06165540540540541
CAT5,0.014864864864864866
CAT8,0.32837837837837835
CAX4,0.5204391891891892
CBC2,0.0013513513513513514
CBF1,0.021452702702702702
CBF2,0.052364864864864864
CBF5,0.00033783783783783786
CBK1,0.021452702702702702
CBP1,0.46570945945945946
CBP2,0.06418918918918919
CBP3,0.005574324324324325
CBP4,0.09780405405405405
CBP6,0.008614864864864865
CBR1,0.0006756756756756757
CBS1,0.5393581081081081
CBS2,0.34155405405405403
CBT1,0.6572635135135135
CCC1,0.009290540540540541
CCC2,0.22094594594594594
CCE1,0.4045608108108108
CCH1,0.5092905405405406
CCL1,0.021452702702702702
CCM1,0.03969594594594594
CCP1,0.01114864864864865
CCR4,0.004898648648648649
CCS1,0.0597972972972973
CCT2,0.00033783783783783786
CCT3,0.00016891891891891893
CCT4,0.00033783783783783786
CCT5,0.00016891891891891893
CCT6,0.0008445945945945946
CCT7,0.00016891891891891893
CCT8,0.00016891891891891893
CCW12,0.46925675675675677
CCW14,0.6339527027027027
CCZ1,0.3356418918918919
CDC1,0.03260135135135135
CDC10,0.0013513513513513514
CDC11,0.008445945945945946
CDC12,0.0013513513513513514
CDC123,0.29881756756756755
CDC13,0.46114864864864863
CDC14,0.0033783783783783786
CDC15,0.23969594594594595
CDC16,0.08547297297297297
CDC19,0.0
CDC20,0.5155405405405405
CDC21,0.019594594594594596
CDC23,0.40844594594594597
CDC24,0.020945945945945947
CDC25,0.06047297297297297
CDC28,0.00033783783783783786
CDC3,0.0006756756756756757
CDC31,0.022128378378378378
CDC33,0.00033783783783783786
CDC34,0.04695945945945946
CDC36,0.23378378378378378
CDC37,0.0013513513513513514
CDC39,0.007601351351351352
CDC4,0.4797297297297297
CDC40,0.10625
CDC42,0.02956081081081081
CDC43,0.6665540540540541
CDC45,0.1766891891891892
CDC48,0.0
CDC50,0.28969594594594594
CDC53,0.004222972972972973
CDC55,0.007432432432432433
CDC60,0.0
CDC7,0.45827702702702705
CDC73,0.01114864864864865
CDC8,0.15489864864864866
CDC9,0.015371621621621622
CDD1,0.4873310810810811
CDS1,0.0015202702702702704
CEF1,0.1597972972972973
CEG1,0.04408783783783784
CEM1,0.11858108108108108
CEP3,0.5675675675675675
CET1,0.017736486486486486
CEX1,0.006756756756756757
CFD1,0.06587837837837837
CFT1,0.024493243243243243
CFT2,0.06773648648648649
CGI121,0.017736486486486486
CGR1,0.6454391891891892
CHA4,0.7798986486486487
CHC1,0.0
CHD1,0.014695945945945947
CHK1,0.45878378378378376
CHL1,0.643581081081081
CHO1,0.0006756756756756757
CHO2,0.0010135135135135136
CHS1,0.2295608108108108
CHS2,0.30253378378378376
CHS3,0.09712837837837837
CHS5,0.005067567567567568
CHS6,0.1214527027027027
CHZ1,0.26402027027027025
CIA1,0.010472972972972974
CIC1,0.012331081081081082
CIN1,0.7819256756756757
CIN2,0.40591216216216214
CIN5,0.3008445945945946
CIN8,0.6331081081081081
CIR1,0.007770270270270271
CIR2,0.020777027027027026
CIS3,0.23074324324324325
CIT1,0.0
CIT2,0.0016891891891891893
CIT3,0.3212837837837838
CKA1,0.002195945945945946
CKA2,0.0037162162162162164
CKB1,0.05337837837837838
CKB2,0.19222972972972974
CKI1,0.007263513513513514
CKS1,0.008783783783783784
CLA4,0.0222972972972973
CLB2,0.6099662162162162
CLB5,0.7248310810810811
CLC1,0.0033783783783783786
CLD1,0.7285472972972973
CLF1,0.12905405405405404
CLN1,0.7537162162162162
CLP1,0.025844594594594594
CLU1,0.0
CMC1,0.005236486486486487
CMC2,0.17888513513513513
CMD1,0.00016891891891891893
CMK1,0.009966216216216217
CMK2,0.0033783783783783786
CMP2,0.005405405405405406
CMR1,0.31570945945945944
CMS1,0.008108108108108109
CNA1,0.008783783783783784
CNB1,0.007263513513513514
CNE1,0.23260135135135135
CNL1,0.5565878378378378
CNM67,0.06064189189189189
CNS1,0.012162162162162163
COA1,0.011655405405405406
COA3,0.2797297297297297
COA4,0.47635135135135137
COA6,0.05962837837837838
COF1,0.0
COG1,0.10591216216216216
COG2,0.07331081081081081
COG3,0.05912162162162162
COG4,0.033445945945945944
COG5,0.0891891891891892
COG6,0.029222972972972973
COG7,0.047128378378378376
COG8,0.0402027027027027
COP1,0.00033783783783783786
COQ1,0.0035472972972972975
COQ10,0.36317567567567566
COQ11,0.03260135135135135
COQ2,0.15152027027027026
COQ3,0.13564189189189188
COQ4,0.0660472972972973
COQ5,0.017736486486486486
COQ6,0.01722972972972973
COQ8,0.029222972972972973
COQ9,0.02516891891891892
COR1,0.0
COS2,0.6243243243243243
COS8,0.5853040540540541
COT1,0.2630067567567568
COX1,0.475
COX10,0.41486486486486485
COX11,0.22010135135135134
COX12,0.024324324324324326
COX13,0.0
COX14,0.15827702702702703
COX15,0.0016891891891891893
COX16,0.31841216216216217
COX17,0.6157094594594594
COX19,0.11706081081081081
COX2,0.0
COX20,0.007432432432432433
COX23,0.5121621621621621
COX26,0.03614864864864865
COX3,0.5503378378378379
COX4,0.00033783783783783786
COX5A,0.00016891891891891893
COX5B,0.27449324324324326
COX6,0.0006756756756756757
COX7,0.03513513513513514
COX8,0.11182432432432432
COX9,0.00033783783783783786
COY1,0.01756756756756757
CPA1,0.015540540540540541
CPA2,0.00033783783783783786
CPD1,0.05472972972972973
CPP1,0.07246621621621621
CPR1,0.0
CPR2,0.1831081081081081
CPR3,0.00016891891891891893
CPR4,0.12195945945945946
CPR5,0.0010135135135135136
CPR6,0.00033783783783783786
CPR7,0.020777027027027026
CPR8,0.15743243243243243
CPS1,0.005405405405405406
CPT1,0.6418918918918919
CRC1,0.1775337837837838
CRD1,0.53125
CRG1,0.010472972972972974
CRH1,0.0
CRM1,0.00033783783783783786
CRN1,0.0015202702702702704
CRP1,0.0008445945945945946
CRT10,0.533445945945946
CRZ1,0.2680743243243243
CSC1,0.08125
CSE1,0.004560810810810811
CSE2,0.09510135135135135
CSF1,0.7847972972972973
CSG2,0.25050675675675677
CSI1,0.716554054054054
CSL4,0.013006756756756757
CSM1,0.11114864864864865
CSM2,0.606081081081081
CSM3,0.5876689189189189
CSN12,0.08682432432432433
CSN9,0.5327702702702702
CSR1,0.0030405405405405407
CSR2,0.5206081081081081
CSS1,0.004222972972972973
CSS2,0.7472972972972973
CSS3,0.47871621621621624
CST26,0.07567567567567568
CST6,0.02179054054054054
CTA1,0.4798986486486487
CTF13,0.5935810810810811
CTF18,0.09746621621621622
CTF4,0.02043918918918919
CTF8,0.0945945945945946
CTI6,0.04594594594594595
CTK1,0.02027027027027027
CTK2,0.1945945945945946
CTK3,0.07347972972972973
CTM1,0.5008445945945946
CTO1,0.16452702702702704
CTP1,0.009966216216216217
CTR1,0.7505067567567567
CTR86,0.020945945945945947
CTR9,0.00793918918918919
CTS1,0.20253378378378378
CTS2,0.4231418918918919
CTT1,0.0016891891891891893
CUB1,0.0005067567567567568
CUE1,0.0016891891891891893
CUE3,0.14358108108108109
CUE4,0.027195945945945946
CUE5,0.0032094594594594596
CUL3,0.075
CUS1,0.13344594594594594
CUS2,0.5805743243243243
CUZ1,0.5956081081081082
CWC15,0.06942567567567567
CWC2,0.11097972972972973
CWC21,0.05016891891891892
CWC22,0.06841216216216216
CWC23,0.6030405405405406
CWC24,0.7084459459459459
CWC25,0.12652027027027027
CWC27,0.055574324324324326
CWH41,0.017905405405405406
CWH43,0.01756756756756757
CWP1,0.002533783783783784
CWP2,0.48631756756756755
CYB2,0.0011824324324324325
CYB5,0.0057432432432432436
CYC1,0.00016891891891891893
CYC2,0.24408783783783783
CYC3,0.03412162162162162
CYC7,0.20641891891891892
CYC8,0.009121621621621622
CYK3,0.1893581081081081
CYM1,0.006418918918918919
CYR1,0.021452702702702702
CYS3,0.0
CYS4,0.0
CYT1,0.010641891891891892
CYT2,0.18445945945945946
DAD1,0.40709459459459457
DAD2,0.6648648648648648
DAD3,0.019763513513513513
DAK1,0.00016891891891891893
DAK2,0.2721283783783784
DAL2,0.7993243243243243
DAL3,0.6099662162162162
DAL7,0.42364864864864865
DAL81,0.525
DAM1,0.44594594594594594
DAP1,0.09037162162162163
DAP2,0.037668918918918916
DAS1,0.2537162162162162
DAS2,0.22753378378378378
DBF2,0.019425675675675675
DBF20,0.06351351351351352
DBP1,0.030743243243243245
DBP10,0.002702702702702703
DBP2,0.00016891891891891893
DBP3,0.0006756756756756757
DBP5,0.0006756756756756757
DBP6,0.026182432432432432
DBP7,0.027702702702702704
DBP8,0.005574324324324325
DBP9,0.0032094594594594596
DBR1,0.17483108108108109
DCC1,0.34054054054054056
DCD1,0.10540540540540541
DCG1,0.5888513513513514
DCI1,0.3748310810810811
DCK1,0.10878378378378378
DCN1,0.5402027027027027
DCP1,0.049493243243243244
DCP2,0.004054054054054054
DCR2,0.23243243243243245
DCS1,0.0005067567567567568
DCS2,0.011993243243243244
DCW1,0.054222972972972974
DDC1,0.7660472972972973
DDI1,0.0010135135135135136
DDI2,0.6329391891891892
DDP1,0.006925675675675676
DDR48,0.0016891891891891893
DED1,0.0
DED81,0.00016891891891891893
DEF1,0.0030405405405405407
DEG1,0.02956081081081081
DEP1,0.13091216216216217
DER1,0.7574324324324324
DET1,0.15945945945945947
DFG5,0.15219594594594596
DFM1,0.004054054054054054
DFR1,0.0875
DGK1,0.08226351351351352
DGR2,0.21908783783783783
DHH1,0.0010135135135135136
DHR2,0.06452702702702702
DIA1,0.035304054054054054
DIA4,0.15692567567567567
DIB1,0.03327702702702703
DIC1,0.011317567567567568
DID2,0.01891891891891892
DID4,0.010472972972972974
DIE2,0.5027027027027027
DIF1,0.4714527027027027
DIG1,0.10472972972972973
DIG2,0.27128378378378376
DIM1,0.0038851351351351354
DIP2,0.006418918918918919
DIP5,0.11114864864864865
DIS3,0.0033783783783783786
DIT2,0.6579391891891891
DJP1,0.01097972972972973
DLD1,0.0006756756756756757
DLD2,0.005067567567567568
DLD3,0.00033783783783783786
DMA1,0.31486486486486487
DMA2,0.0918918918918919
DML1,0.03209459459459459
DNA2,0.731418918918919
DNF1,0.008108108108108109
DNF2,0.023817567567567567
DNF3,0.06993243243243243
DNM1,0.0008445945945945946
DOA1,0.002364864864864865
DOA4,0.14307432432432432
DOG2,0.00016891891891891893
DOM34,0.02652027027027027
DOP1,0.018243243243243244
DOS2,0.07094594594594594
DOT1,0.5108108108108108
DOT5,0.006756756756756757
DOT6,0.37635135135135134
DPB2,0.052702702702702706
DPB4,0.02483108108108108
DPH1,0.08699324324324324
DPH2,0.054222972972972974
DPH5,0.0006756756756756757
DPH6,0.05202702702702703
DPL1,0.0035472972972972975
DPM1,0.0
DPP1,0.7162162162162162
DPS1,0.00016891891891891893
DRE2,0.02533783783783784
DRN1,0.3037162162162162
DRS1,0.0015202702702702704
DRS2,0.013513513513513514
DSC2,0.6486486486486487
DSC3,0.14391891891891892
DSD1,0.016554054054054055
DSE4,0.006418918918918919
DSF1,0.4739864864864865
DSF2,0.17601351351351352
DSK2,0.014020270270270271
DSL1,0.019425675675675675
DSN1,0.6817567567567567
DSS1,0.15827702702702703
DST1,0.007094594594594595
DTD1,0.01706081081081081
DUF1,0.02516891891891892
DUG1,0.00016891891891891893
DUG2,0.017398648648648648
DUG3,0.29172297297297295
DUN1,0.050506756756756754
DUO1,0.032939189189189186
"DUR1,2",0.011993243243243244
DUS1,0.03783783783783784
DUS3,0.007770270270270271
DUS4,0.3846283783783784
DUT1,0.00625
DYN1,0.4856418918918919
DYN2,0.022466216216216216
DYN3,0.7856418918918919
DYS1,0.0006756756756756757
EAF1,0.0597972972972973
EAF3,0.028040540540540542
EAF5,0.3652027027027027
EAF6,0.6103040540540541
EAF7,0.31756756756756754
EAP1,0.008952702702702703
EAR1,0.4925675675675676
EBP2,0.00793918918918919
EBS1,0.15760135135135134
ECI1,0.07753378378378378
ECM1,0.006756756756756757
ECM10,0.7638513513513514
ECM14,0.009966216216216217
ECM15,0.23141891891891891
ECM16,0.018581081081081082
ECM18,0.7858108108108108
ECM19,0.3635135135135135
ECM2,0.14070945945945945
ECM21,0.027364864864864866
ECM22,0.31283783783783786
ECM25,0.04358108108108108
ECM29,0.011824324324324325
ECM3,0.12516891891891893
ECM30,0.5403716216216217
ECM31,0.026182432432432432
ECM32,0.03141891891891892
ECM33,0.0
ECM38,0.10489864864864865
ECM4,0.008277027027027027
ECM9,0.20320945945945945
ECT1,0.16013513513513514
EDC3,0.014020270270270271
EDE1,0.00016891891891891893
EEB1,0.7545608108108108
EFB1,0.0
EFG1,0.014695945945945947
EFM1,0.007601351351351352
EFM2,0.7728040540540541
EFM3,0.30236486486486486
EFM4,0.008783783783783784
EFM5,0.026858108108108108
EFR3,0.033783783783783786
EFT1,0.0
EGD1,0.00016891891891891893
EGD2,0.0
EGH1,0.09881756756756757
EGO2,0.027533783783783784
EGT2,0.21047297297297296
EHD3,0.07145270270270271
EHT1,0.00016891891891891893
EIS1,0.0015202702702702704
EKI1,0.30827702702702703
ELC1,0.33513513513513515
ELF1,0.7741554054054054
ELM1,0.1912162162162162
ELO1,0.6322635135135135
ELO2,0.0032094594594594596
ELO3,0.00016891891891891893
ELP2,0.002533783783783784
ELP3,0.006756756756756757
ELP4,0.021114864864864864
ELP6,0.07753378378378378
EMA19,0.5150337837837838
EMC1,0.01722972972972973
EMC10,0.18175675675675676
EMC2,0.006587837837837838
EMC4,0.0057432432432432436
EMC5,0.007432432432432433
EMG1,0.00016891891891891893
EMI1,0.3028716216216216
EMI2,0.00016891891891891893
EMP24,0.0008445945945945946
EMP46,0.10726351351351351
EMP47,0.006418918918918919
EMP65,0.7251689189189189
EMP70,0.021283783783783785
EMW1,0.008108108108108109
ENA1,0.7251689189189189
ENA2,0.25625
END3,0.00625
ENO1,0.0
ENO2,0.0
ENP1,0.00016891891891891893
ENP2,0.020945945945945947
ENT1,0.01266891891891892
ENT2,0.0028716216216216218
ENT3,0.008277027027027027
ENT4,0.23175675675675675
ENT5,0.009121621621621622
ENV11,0.4903716216216216
ENV7,0.05101351351351351
ENV9,0.022972972972972974
EOS1,0.2922297297297297
EPL1,0.32297297297297295
EPS1,0.013851351351351352
EPT1,0.5626689189189189
ERB1,0.002702702702702703
ERC1,0.2400337837837838
ERD1,0.5560810810810811
ERD2,0.3346283783783784
ERG1,0.0016891891891891893
ERG10,0.0
ERG11,0.0011824324324324325
ERG12,0.0037162162162162164
ERG13,0.00033783783783783786
ERG2,0.037668918918918916
ERG20,0.0
ERG24,0.07685810810810811
ERG25,0.10118243243243243
ERG26,0.0018581081081081082
ERG27,0.002533783783783784
ERG28,0.0005067567567567568
ERG29,0.08260135135135135
ERG3,0.047635135135135134
ERG4,0.008952702702702703
ERG5,0.005236486486486487
ERG6,0.0005067567567567568
ERG7,0.03125
ERG8,0.0005067567567567568
ERG9,0.00033783783783783786
ERJ5,0.025675675675675677
ERO1,0.0008445945945945946
ERP1,0.0035472972972972975
ERP2,0.34864864864864864
ERP3,0.6798986486486487
ERP4,0.07398648648648648
ERP5,0.043243243243243246
ERP6,0.4356418918918919
ERR1,0.6875
ERR3,0.34864864864864864
ERV1,0.03361486486486486
ERV14,0.00016891891891891893
ERV15,0.6368243243243243
ERV2,0.03699324324324324
ERV25,0.0005067567567567568
ERV29,0.0032094594594594596
ERV41,0.19577702702702704
ERV46,0.00472972972972973
ESA1,0.08260135135135135
ESBP6,0.1375
ESC1,0.022972972972972974
ESC2,0.6182432432432432
ESF1,0.007601351351351352
ESF2,0.022128378378378378
ESL1,0.1579391891891892
ESL2,0.1552364864864865
ESS1,0.002364864864864865
ETP1,0.5728040540540541
ETR1,0.0032094594594594596
ETT1,0.017905405405405406
EUG1,0.009628378378378379
EXG1,0.00016891891891891893
EXG2,0.2195945945945946
EXO5,0.5329391891891891
EXO70,0.05641891891891892
EXO84,0.01587837837837838
EXP1,0.09932432432432432
